function,beta,etaL,init,T,iterate_type,kappa_exp,R2,f_at_k10,f_at_k100,f_at_k1000,f_at_k10000
f2_quad10d,0.99,2.5,alt_mom,10000,pr,2.6206,0.9829,1.3287207324684586e-14,1.0287891503300956e-12,3.744249268678334e-10,1.011615087488468e-06
f2_quad10d,0.99,2.5,alt_mom,10000,suffix,1.7997,0.9994,2.254787266354354e-46,1.897155661204832e-44,9.261911679634735e-43,6.153562997848482e-41
f2_quad10d,0.99,2.5,alt_mom,10000,best,0.9149,0.9956,3.223612414615987e-43,2.6811696989371907e-42,1.5965643378432085e-41,1.9944878271002563e-40
f2_quad10d,0.99,2.9,alt_mom,100,last,0.9726,0.9969,7.3060329560845325,71.51952742258148,862.7876298860692,5559.956447923658
f2_quad10d,0.99,2.9,alt_mom,100,cesaro,1.9764,0.9956,0.0018546498075982896,0.3665430602715952,14.257801719886087,2119.5719704426683
f2_quad10d,0.99,2.9,alt_mom,100,pr,1.7796,0.9406,0.004463124978423162,0.28228074340952986,1.6450610499004321,2121.226837510706
f2_quad10d,0.99,2.9,alt_mom,100,suffix,1.5216,0.9706,0.09368085116408045,14.389042845782182,364.3112221221459,3765.760617757287
f2_quad10d,0.99,2.9,alt_mom,100,best,0.9807,0.9971,5.09088077918284,35.4297979107853,366.8609192129632,4338.244916035315
f2_quad10d,0.99,2.9,alt_mom,1000,last,0.9670,0.9999,0.0012690232007699165,0.011855996070341292,0.11386639508144616,0.9982290708994495
f2_quad10d,0.99,2.9,alt_mom,1000,cesaro,1.7918,0.9997,4.187638941364158e-05,0.002173378495532545,0.14002187705956914,9.812485772512103
f2_quad10d,0.99,2.9,alt_mom,1000,pr,2.1903,0.9813,4.0473867457236704e-09,9.758851068387113e-08,2.574726847975475e-05,0.012620167810665365
f2_quad10d,0.99,2.9,alt_mom,1000,suffix,1.8122,0.9830,1.240040509318025e-06,2.3889245407479905e-05,0.007985570747958123,0.1962887088381755
f2_quad10d,0.99,2.9,alt_mom,1000,best,0.9037,0.9968,0.000557477052436197,0.0032905380420131924,0.028177044835886643,0.28024601662963144
f2_quad10d,0.99,2.9,alt_mom,10000,last,0.9353,0.9935,4.2556153305404585e-43,3.0460245044866607e-42,4.2780263803649583e-41,2.3119062783923276e-40
f2_quad10d,0.99,2.9,alt_mom,10000,cesaro,1.7896,0.9997,4.198341854921689e-07,2.1896688935966376e-05,0.0013920592790263025,0.09714554510835086
f2_quad10d,0.99,2.9,alt_mom,10000,pr,2.5771,0.9828,9.824615465266196e-15,7.347953865780572e-13,2.2777988775547536e-10,5.652624810156286e-07
f2_quad10d,0.99,2.9,alt_mom,10000,suffix,1.9944,0.9930,6.191651980887734e-47,1.9506221660937418e-44,8.863537330958997e-43,7.714724557554283e-41
f2_quad10d,0.99,2.9,alt_mom,10000,best,0.7793,0.9972,2.854328043997483e-43,2.2744048428471465e-42,1.1798648165058418e-41,6.527644665029022e-41
f3_huber,0.5,0.5,zero_mom,100,last,3.2091,0.6663,1.8016206530175934e-11,0.06699723032332035,0.41006524018933793,0.4901959394460412
f3_huber,0.5,0.5,zero_mom,100,cesaro,0.7172,0.8434,0.005391582952589187,0.20651021016642937,0.5026427492633142,0.9852734962618906
f3_huber,0.5,0.5,zero_mom,100,pr,1.1024,0.7233,0.00015262405110888928,0.14020210975605849,0.43863080904818974,0.49347807218792744
f3_huber,0.5,0.5,zero_mom,100,suffix,3.0466,0.6666,6.10340695538141e-11,0.07347111774976933,0.41378151104991046,0.490637421125387
f3_huber,0.5,0.5,zero_mom,100,best,3.2091,0.6663,1.8016206530175934e-11,0.06699723032332035,0.41006524018933793,0.4901959394460412
f3_huber,0.5,0.5,zero_mom,1000,last,32.5311,0.6660,6.645679320475857e-107,7.726464204602613e-10,0.0676000309565996,0.40943500788474807
f3_huber,0.5,0.5,zero_mom,1000,cesaro,1.3363,0.9291,5.489016478027467e-05,0.005039530747374345,0.20046901048978252,0.45787035695489053
f3_huber,0.5,0.5,zero_mom,1000,pr,2.5159,0.9061,1.6103171436847763e-08,0.00019468164073348766,0.13969669481454258,0.4379105661422134
f3_huber,0.5,0.5,zero_mom,1000,suffix,31.9019,0.6663,7.588424396929354e-105,1.0564808971874947e-09,0.06966749210982033,0.4106656706935206
f3_huber,0.5,0.5,zero_mom,1000,best,32.5311,0.6660,6.645679320475857e-107,7.726464204602613e-10,0.0676000309565996,0.40943500788474807
f3_huber,0.5,0.5,zero_mom,10000,last,,,0.0,3.215290916210168e-89,1.0020427979648402e-09,0.06766087541862835
f3_huber,0.5,0.5,zero_mom,10000,cesaro,1.8677,0.9976,5.498900164978003e-07,5.0489901514798025e-05,0.005003552475542071,0.1998563690908777
f3_huber,0.5,0.5,zero_mom,10000,pr,3.6815,0.9935,1.6190283724833925e-12,1.959024330704905e-08,0.00019928426793172331,0.13965167604411116
f3_huber,0.5,0.5,zero_mom,10000,suffix,,,0.0,9.567827609929832e-89,1.1074115264113985e-09,0.06833471584799852
f3_huber,0.5,0.5,zero_mom,10000,best,,,0.0,3.215290916210168e-89,1.0020427979648402e-09,0.06766087541862835
f3_huber,0.5,1.0,zero_mom,100,last,8.9724,0.6479,2.0303952468623536e-30,0.008424003733911438,0.3361096488929828,0.4805813187235931
f3_huber,0.5,1.0,zero_mom,100,cesaro,0.8622,0.8343,0.0013479070679345152,0.09515059277718542,0.42439737617932055,0.612842408630886
f3_huber,0.5,1.0,zero_mom,100,pr,1.5378,0.7698,7.549617546974962e-06,0.04334042118569713,0.385097234200167,0.48705671664742545
f3_huber,0.5,1.0,zero_mom,100,suffix,8.4826,0.6483,8.24197192605336e-29,0.010179077255104635,0.3422443502441138,0.4814475632112764
f3_huber,0.5,1.0,zero_mom,100,best,8.9724,0.6479,2.0303952468623536e-30,0.008424003733911438,0.3361096488929828,0.4805813187235931
f3_huber,0.5,1.0,zero_mom,1000,last,91.5291,0.6474,6.5616505758923664e-301,6.20344840228017e-19,0.00908454470336583,0.3352539785031682
f3_huber,0.5,1.0,zero_mom,1000,cesaro,1.5304,0.9591,1.3722541195068667e-05,0.0012599787797907408,0.09362749121602157,0.41212225666573965
f3_huber,0.5,1.0,zero_mom,1000,pr,2.9616,0.9396,7.96460871220634e-10,1.1933257131970151e-05,0.044024640544703286,0.3839497076523064
f3_huber,0.5,1.0,zero_mom,1000,suffix,89.7586,0.6476,4.320450779072109e-295,1.1919602641670881e-18,0.009651154608212462,0.33727323639373913
f3_huber,0.5,1.0,zero_mom,1000,best,91.5321,0.6474,6.4118066722365135e-301,6.20344840228017e-19,0.00908454470336583,0.3352539785031682
f3_huber,0.5,1.0,zero_mom,10000,last,,,0.0,2.909239064264471e-180,1.890275162299918e-18,0.009150493066731814
f3_huber,0.5,1.0,zero_mom,10000,cesaro,1.9494,0.9998,1.3747250412445008e-07,1.2622475378699506e-05,0.0012509997826920373,0.09347284413798983
f3_huber,0.5,1.0,zero_mom,10000,pr,3.9238,0.9987,8.007694342298261e-14,1.1997812252788756e-09,1.2442581831050645e-05,0.04409570543640727
f3_huber,0.5,1.0,zero_mom,10000,suffix,,,0.0,3.1628892355543356e-179,2.313292617101617e-18,0.009333845156928833
f3_huber,0.5,1.0,zero_mom,10000,best,,,0.0,2.909239064264471e-180,1.890275162299918e-18,0.009150493066731814
f3_huber,0.5,1.5,zero_mom,100,last,8.9659,0.6737,3.998143214166402e-30,0.000987753715185794,0.27532894705585936,0.4711525307623745
f3_huber,0.5,1.5,zero_mom,100,cesaro,0.9741,0.8569,0.000599069807970896,0.05055902258365335,0.3804372079893451,0.5400000244599682
f3_huber,0.5,1.5,zero_mom,100,pr,1.8217,0.8038,1.1492879006816029e-06,0.015013326782191323,0.33836915966391834,0.4807086612952585
f3_huber,0.5,1.5,zero_mom,100,suffix,8.6958,0.6724,2.91885954650213e-29,0.0013220476350629606,0.282919963632076,0.47242728708260207
f3_huber,0.5,1.5,zero_mom,100,best,8.9659,0.6737,3.998143214166402e-30,0.000987753715185794,0.27532894705585936,0.4711525307623745
f3_huber,0.5,1.5,zero_mom,1000,last,92.3813,0.6722,5.418849996126803e-301,2.4242126597824575e-28,0.0012134331172997733,0.2744965452516759
f3_huber,0.5,1.5,zero_mom,1000,cesaro,1.6315,0.9740,6.098907197808296e-06,0.0005599905699805571,0.050203111561925674,0.37393140534894054
f3_huber,0.5,1.5,zero_mom,1000,pr,3.2166,0.9559,1.2124625346445354e-10,2.309333701813109e-06,0.01575257462588765,0.3370104687423753
f3_huber,0.5,1.5,zero_mom,1000,suffix,90.7009,0.6723,1.6013029744549795e-295,6.743775329448139e-28,0.0013292151783629881,0.2769812834860348
f3_huber,0.5,1.5,zero_mom,1000,best,92.3813,0.6722,5.418849996126803e-301,2.4242126597824575e-28,0.0012134331172997733,0.2744965452516759
f3_huber,0.5,1.5,zero_mom,10000,last,,,0.0,1.922167125272512e-274,3.354714308827479e-27,0.0012367742353943667
f3_huber,0.5,1.5,zero_mom,10000,cesaro,1.9739,1.0000,6.10988907219778e-08,5.6099890571997804e-06,0.0005559999055699076,0.05016556179009678
f3_huber,0.5,1.5,zero_mom,10000,pr,4.0364,0.9993,1.2190215150233134e-14,2.321826355407886e-10,2.4528711781310924e-06,0.015827766167128214
f3_huber,0.5,1.5,zero_mom,10000,suffix,,,0.0,9.339208073359347e-273,4.555232596483173e-27,0.0012741700214414693
f3_huber,0.5,1.5,zero_mom,10000,best,,,0.0,1.922167125272512e-274,3.354714308827479e-27,0.0012367742353943667
f3_huber,0.5,2.0,zero_mom,100,last,9.0129,0.7000,5.358115692087462e-30,0.00010721678732529021,0.22540492804196904,0.4619060361697945
f3_huber,0.5,2.0,zero_mom,100,cesaro,1.0602,0.8765,0.00033697676698362945,0.03012397276831459,0.34474423348235617,0.511460262793283
f3_huber,0.5,2.0,zero_mom,100,pr,2.0432,0.8281,2.716272303855361e-07,0.005869646967730483,0.29755779862893705,0.4744467202385108
f3_huber,0.5,2.0,zero_mom,100,suffix,8.9054,0.6963,1.0878361225138896e-29,0.0001598795466550491,0.23374963423899892,0.4635735097731896
f3_huber,0.5,2.0,zero_mom,100,best,9.2848,0.6970,6.64723028455747e-31,0.00010721678732529021,0.22540492804196904,0.4619060361697945
f3_huber,0.5,2.0,zero_mom,1000,last,93.2854,0.6975,3.912251689007197e-301,4.269217583324177e-38,0.0001610874146614101,0.2247365855681206
f3_huber,0.5,2.0,zero_mom,1000,cesaro,1.6969,0.9828,3.430635298767167e-06,0.00031499469561407624,0.030118074730335287,0.3401690757295392
f3_huber,0.5,2.0,zero_mom,1000,pr,3.3994,0.9660,2.8655817227029442e-11,7.157034975280589e-07,0.006388183214295522,0.29614133863675873
f3_huber,0.5,2.0,zero_mom,1000,suffix,91.3173,0.6980,9.32218253715038e-295,1.7763726079286947e-37,0.00018199351015229495,0.22745422497699813
f3_huber,0.5,2.0,zero_mom,1000,best,93.2854,0.6975,3.912251689007197e-301,4.269217583324177e-38,0.0001610874146614101,0.2247365855681206
f3_huber,0.5,2.0,zero_mom,10000,last,,,0.0,0.0,5.598138743536077e-36,0.00016706104177944062
f3_huber,0.5,2.0,zero_mom,10000,cesaro,1.9824,1.0000,3.436812603111252e-08,3.1556188446748765e-06,0.0003127499468831239,0.03011600250901222
f3_huber,0.5,2.0,zero_mom,10000,pr,4.1080,0.9993,2.8810834753393704e-15,7.195751925810412e-11,7.745476777241223e-07,0.006441205842339732
f3_huber,0.5,2.0,zero_mom,10000,suffix,,,0.0,0.0,8.45124883562012e-36,0.0001738367310131947
f3_huber,0.5,2.0,zero_mom,10000,best,,,0.0,0.0,5.598138743536077e-36,0.00016706104177944062
f3_huber,0.5,2.5,zero_mom,100,last,8.8151,0.7305,4.838179983790891e-29,1.067998769910126e-05,0.18442224936215884,0.4528383619797295
f3_huber,0.5,2.5,zero_mom,100,cesaro,1.1209,0.8962,0.00024017253210469576,0.019885360166916718,0.3161929356590605,0.5202787168533235
f3_huber,0.5,2.5,zero_mom,100,pr,2.0298,0.8650,3.74555253325922e-07,0.002584109643660564,0.26192123429354036,0.4685651261056906
f3_huber,0.5,2.5,zero_mom,100,suffix,8.8368,0.7239,3.518870339859627e-29,1.785855831139026e-05,0.19301730038123124,0.45488320353421136
f3_huber,0.5,2.5,zero_mom,100,best,9.0945,0.7264,5.6684348794050475e-30,1.067998769910126e-05,0.18442224936215884,0.4528383619797295
f3_huber,0.5,2.5,zero_mom,1000,last,93.8352,0.7239,5.7519034102847786e-300,3.090661060538941e-48,2.1252831913804208e-05,0.18398592648910325
f3_huber,0.5,2.5,zero_mom,1000,cesaro,1.7296,0.9889,2.445107340212235e-06,0.00020409161268302128,0.01974815267884581,0.31030120550354595
f3_huber,0.5,2.5,zero_mom,1000,pr,3.3463,0.9798,3.951439944182545e-11,2.8738944382446066e-07,0.0029087946659943496,0.2605239076732611
f3_huber,0.5,2.5,zero_mom,1000,suffix,92.4759,0.7235,1.121150776236003e-295,1.993278538387413e-47,2.477070856042936e-05,0.18677236287584417
f3_huber,0.5,2.5,zero_mom,1000,best,94.1625,0.7234,4.66685509479838e-301,3.090661060538941e-48,2.1252831913804208e-05,0.18398592648910325
f3_huber,0.5,2.5,zero_mom,10000,last,,,0.0,0.0,8.779135148097188e-45,2.255269970079134e-05
f3_huber,0.5,2.5,zero_mom,10000,cesaro,1.9710,0.9999,2.4495100734902012e-08,2.044591061341821e-06,0.0002004099160126983,0.019733080053353565
f3_huber,0.5,2.5,zero_mom,10000,pr,3.9649,0.9999,3.972815794009866e-15,2.8894411596421895e-11,3.1661830537259717e-07,0.002942710884063559
f3_huber,0.5,2.5,zero_mom,10000,suffix,,,0.0,0.0,1.4764859254350549e-44,2.3702975276311812e-05
f3_huber,0.5,2.5,zero_mom,10000,best,,,0.0,0.0,8.779135148097188e-45,2.255269970079134e-05
f3_huber,0.5,2.9,zero_mom,100,last,8.4422,0.7603,1.495057641710291e-27,1.5751316171599901e-06,0.15700132879446976,0.44571068113759127
f3_huber,0.5,2.9,zero_mom,100,cesaro,1.1768,0.8994,0.0001563801828199667,0.01463189419024672,0.29112892821444714,0.4831505295702846
f3_huber,0.5,2.9,zero_mom,100,pr,2.3143,0.8597,4.893057055100166e-08,0.0014449276742593206,0.23661270453096508,0.46340666910240463
f3_huber,0.5,2.9,zero_mom,100,suffix,8.5685,0.7504,4.73339067531155e-28,2.9016686816359476e-06,0.16553764611392632,0.44804665771981417
f3_huber,0.5,2.9,zero_mom,100,best,8.8247,0.7534,7.934209004012455e-29,1.5751316171599901e-06,0.15700132879446976,0.44571068113759127
f3_huber,0.5,2.9,zero_mom,1000,last,94.7062,0.7446,2.2874291889054467e-300,1.1687880233247217e-56,4.185502690180707e-06,0.1567669393079481
f3_huber,0.5,2.9,zero_mom,1000,cesaro,1.7768,0.9910,1.592048555786364e-06,0.00014942266992238424,0.0147597329401892,0.28821289849659293
f3_huber,0.5,2.9,zero_mom,1000,pr,3.6006,0.9780,5.162021070314459e-12,1.5590990284786498e-07,0.001669190471817351,0.23533431500118798
f3_huber,0.5,2.9,zero_mom,1000,suffix,92.3439,0.7457,8.75659918345974e-293,1.1006938356244893e-55,5.002335052150117e-06,0.15952527309931963
f3_huber,0.5,2.9,zero_mom,1000,best,94.7062,0.7446,2.2874291889054467e-300,1.1687880233247217e-56,4.185502690180707e-06,0.1567669393079481
f3_huber,0.5,2.9,zero_mom,10000,last,,,0.0,0.0,7.589105641005388e-52,4.542227213960857e-06
f3_huber,0.5,2.9,zero_mom,10000,cesaro,1.9897,1.0000,1.5949152459481504e-08,1.4969172484301309e-06,0.0001487117448678329,0.014772034266455144
f3_huber,0.5,2.9,zero_mom,10000,pr,4.1587,0.9992,5.189945722786263e-16,1.567533185942626e-11,1.7458423958270995e-07,0.0016926882471299401
f3_huber,0.5,2.9,zero_mom,10000,suffix,,,0.0,0.0,1.3935543180912867e-51,4.812267048712051e-06
f3_huber,0.5,2.9,zero_mom,10000,best,,,0.0,0.0,7.589105641005388e-52,4.542227213960857e-06
f3_huber,0.7,0.5,zero_mom,100,last,4.6504,0.6780,4.2736582449445967e-16,0.016391925862548593,0.36052690230778367,0.48397720294925783
f3_huber,0.7,0.5,zero_mom,100,cesaro,0.8169,0.8270,0.0019409862125442253,0.12315603021143604,0.4447921486518064,0.6685671339070928
f3_huber,0.7,0.5,zero_mom,100,pr,1.4963,0.7474,9.32461169890347e-06,0.06363832035568354,0.40377403658643235,0.4895980664088869
f3_huber,0.7,0.5,zero_mom,100,suffix,4.5303,0.6763,1.025176545841968e-15,0.019243248220033433,0.36601020581977617,0.48470416833661417
f3_huber,0.7,0.5,zero_mom,100,best,4.6504,0.6780,4.2736582449445967e-16,0.016391925862548593,0.36052690230778367,0.48397720294925783
f3_huber,0.7,0.5,zero_mom,1000,last,47.7252,0.6778,1.1252134821189337e-155,3.200965476171748e-16,0.017694713704490536,0.3584882933713255
f3_huber,0.7,0.5,zero_mom,1000,cesaro,1.4818,0.9516,1.9760459320898886e-05,0.0018143693610994083,0.11889556666427382,0.42631666555398684
f3_huber,0.7,0.5,zero_mom,1000,pr,2.9260,0.9273,9.837168984808977e-10,2.380028397511485e-05,0.06381463549250098,0.40126431382087024
f3_huber,0.7,0.5,zero_mom,1000,suffix,47.1268,0.6776,9.457405136915673e-154,5.551743650100052e-16,0.018610549905253237,0.36028687628363354
f3_huber,0.7,0.5,zero_mom,1000,best,47.7252,0.6778,1.1252134821189337e-155,3.200965476171748e-16,0.017694713704490536,0.3584882933713255
f3_huber,0.7,0.5,zero_mom,10000,last,,,0.0,2.5810182746406695e-153,1.4351661162239251e-15,0.017822790664724288
f3_huber,0.7,0.5,zero_mom,10000,cesaro,1.9327,0.9996,1.9796040593920815e-07,1.8176364545327295e-05,0.0018014395022891354,0.11847301897259634
f3_huber,0.7,0.5,zero_mom,10000,pr,3.9461,0.9968,9.890384483441274e-14,2.392905577547032e-09,2.570331828664812e-05,0.06384870936530447
f3_huber,0.7,0.5,zero_mom,10000,suffix,,,0.0,1.8809630602321223e-152,1.6979188498499663e-15,0.018119867339406986
f3_huber,0.7,0.5,zero_mom,10000,best,,,0.0,2.5810182746406695e-153,1.4351661162239251e-15,0.017822790664724288
f3_huber,0.7,1.0,zero_mom,100,last,4.8742,0.7587,2.377036142469069e-16,0.0003590115176853089,0.2591736099556948,0.4684540320577097
f3_huber,0.7,1.0,zero_mom,100,cesaro,1.0052,0.8630,0.0004852465399970381,0.04250296886724989,0.37055816840351297,0.5284814094045498
f3_huber,0.7,1.0,zero_mom,100,pr,2.1054,0.7958,1.4549851298523506e-07,0.010303434435204227,0.3264949421223516,0.4790897520376303
f3_huber,0.7,1.0,zero_mom,100,suffix,4.8148,0.7530,3.3864458765536283e-16,0.0005078158499336415,0.2671687127286438,0.46986326960021735
f3_huber,0.7,1.0,zero_mom,100,best,4.9017,0.7578,1.92552297232227e-16,0.0003590115176853089,0.2591736099556948,0.4684540320577097
f3_huber,0.7,1.0,zero_mom,1000,last,49.0816,0.7617,3.883407590271739e-155,2.6861400923199585e-33,0.0006063770753549721,0.2569471061787839
f3_huber,0.7,1.0,zero_mom,1000,cesaro,1.6562,0.9775,4.940114830224721e-06,0.00045359236168426983,0.041915370682833346,0.3625053552609286
f3_huber,0.7,1.0,zero_mom,1000,pr,3.4891,0.9505,1.5349702057271824e-11,1.3696387656609314e-06,0.011448092537793933,0.3229817691107516
f3_huber,0.7,1.0,zero_mom,1000,suffix,48.3803,0.7613,5.863729771767367e-153,9.167828973151036e-33,0.0006714036714569188,0.2595342345699635
f3_huber,0.7,1.0,zero_mom,1000,best,49.2118,0.7612,1.4295543838036875e-155,2.6861400923199585e-33,0.0006063770753549721,0.2569471061787839
f3_huber,0.7,1.0,zero_mom,10000,last,,,0.0,0.0,2.9803188869370895e-30,0.0006333025347970905
f3_huber,0.7,1.0,zero_mom,10000,cesaro,1.9778,1.0000,4.949010148480204e-08,4.544091136331824e-06,0.00045035992351169637,0.041853515538721846
f3_huber,0.7,1.0,zero_mom,10000,pr,4.2688,0.9965,1.543273835054851e-15,1.3770480121599381e-10,1.5939415022868391e-06,0.011565434577562492
f3_huber,0.7,1.0,zero_mom,10000,suffix,,,0.0,1.7e-322,4.198113075523077e-30,0.0006546313343537973
f3_huber,0.7,1.0,zero_mom,10000,best,,,0.0,0.0,2.9803188869370895e-30,0.0006333025347970905
f3_huber,0.7,1.5,zero_mom,100,last,4.9778,0.8416,4.051823396098099e-16,4.343575320586915e-06,0.18573434268347339,0.4534153279486765
f3_huber,0.7,1.5,zero_mom,100,cesaro,1.1292,0.8906,0.00021566513725234247,0.019709044243867248,0.3169077793795777,0.4963659939055559
f3_huber,0.7,1.5,zero_mom,100,pr,2.3187,0.8418,4.268063666724426e-08,0.002278938829242762,0.26440967751771666,0.4689053556283079
f3_huber,0.7,1.5,zero_mom,100,suffix,5.2628,0.8205,3.8317822678627676e-17,7.69701464193337e-06,0.19445207253827035,0.45546414845174366
f3_huber,0.7,1.5,zero_mom,100,best,4.9778,0.8416,4.051823396098099e-16,4.343575320586915e-06,0.18573434268347339,0.4534153279486765
f3_huber,0.7,1.5,zero_mom,1000,last,50.7593,0.8437,9.763620754318067e-155,3.43908997425731e-53,2.0102957762356462e-05,0.1841093650991059
f3_huber,0.7,1.5,zero_mom,1000,cesaro,1.7442,0.9883,2.1956065912109875e-06,0.00020159660519300884,0.019731939047151058,0.31036976526365373
f3_huber,0.7,1.5,zero_mom,1000,pr,3.6352,0.9701,4.502702970764122e-12,2.4823267174280347e-07,0.002876621801741953,0.2607618692419486
f3_huber,0.7,1.5,zero_mom,1000,suffix,50.6813,0.8405,9.46543417933363e-155,2.7804799241718815e-52,2.345566474289818e-05,0.1868995530730111
f3_huber,0.7,1.5,zero_mom,1000,best,50.9755,0.8429,1.8582089777263257e-155,3.43908997425731e-53,2.0102957762356462e-05,0.1841093650991059
f3_huber,0.7,1.5,zero_mom,10000,last,,,0.0,0.0,4.435447369734312e-45,2.2432243358421002e-05
f3_huber,0.7,1.5,zero_mom,10000,cesaro,1.9855,1.0000,2.199560065991202e-08,2.0195960605919217e-06,0.00020015996600519935,0.01973147103828482
f3_huber,0.7,1.5,zero_mom,10000,pr,4.2535,0.9982,4.527060952633943e-16,2.4957552001795456e-11,3.1238945101279287e-07,0.0029394740874506362
f3_huber,0.7,1.5,zero_mom,10000,suffix,,,0.0,0.0,7.487553023020763e-45,2.3577163193759773e-05
f3_huber,0.7,1.5,zero_mom,10000,best,,,0.0,0.0,4.435447369734312e-45,2.2432243358421002e-05
f3_huber,0.7,2.0,zero_mom,100,last,4.9194,0.9113,3.3487848996145573e-15,1.9111896374533163e-08,0.1326792776358188,0.4388463788033247
f3_huber,0.7,2.0,zero_mom,100,cesaro,1.2182,0.9078,0.00012131164266407932,0.01113552602918023,0.27296776442761267,0.48031550650230137
f3_huber,0.7,2.0,zero_mom,100,pr,2.3397,0.8828,4.965639879974702e-08,0.000678797725396795,0.21447904980648036,0.458963712906277
f3_huber,0.7,2.0,zero_mom,100,suffix,5.2213,0.8953,2.539043680704021e-16,4.543892791846375e-08,0.14110351304942162,0.44149401942828226
f3_huber,0.7,2.0,zero_mom,100,best,5.2832,0.9016,2.051882531705994e-16,1.9111896374533163e-08,0.1326792776358188,0.4388463788033247
f3_huber,0.7,2.0,zero_mom,1000,last,53.2179,0.9058,2.699580403636957e-155,4.974038580567306e-78,6.441204349949034e-07,0.1318776022591838
f3_huber,0.7,2.0,zero_mom,1000,cesaro,1.8000,0.9934,1.2350287075561803e-06,0.00011339809042106747,0.011213863927886675,0.2670204753775125
f3_huber,0.7,2.0,zero_mom,1000,pr,3.5942,0.9853,5.238625084482546e-12,7.178977845041322e-08,0.000958619385085995,0.21118297182788567
f3_huber,0.7,2.0,zero_mom,1000,suffix,52.4329,0.9053,4.105987809482111e-153,1.3064888797605348e-76,7.927491658236357e-07,0.13455161053172573
f3_huber,0.7,2.0,zero_mom,1000,best,53.7451,0.9044,4.719329005837902e-157,4.974038580567306e-78,6.441204349949034e-07,0.1318776022591838
f3_huber,0.7,2.0,zero_mom,10000,last,,,0.0,0.0,4.6838919652112353e-60,7.920567065760421e-07
f3_huber,0.7,2.0,zero_mom,10000,cesaro,1.9869,1.0000,1.237252537120051e-08,1.136022784082956e-06,0.00011258998087792463,0.0112206426776905
f3_huber,0.7,2.0,zero_mom,10000,pr,4.0955,0.9999,5.266964136749402e-16,7.217813498498535e-12,9.806566929995625e-08,0.0009893885973323831
f3_huber,0.7,2.0,zero_mom,10000,suffix,,,0.0,0.0,9.539485000166765e-60,8.465166313157494e-07
f3_huber,0.7,2.0,zero_mom,10000,best,,,0.0,0.0,4.6838919652112353e-60,7.920567065760421e-07
f3_huber,0.7,2.5,zero_mom,100,last,3.9255,0.8653,2.5016440383970065e-11,2.570265144060976e-10,0.09446754870847877,0.42473293250501803
f3_huber,0.7,2.5,zero_mom,100,cesaro,1.1375,0.9575,0.00036390468342881063,0.009991334693540677,0.2648509824674971,0.7552701893362426
f3_huber,0.7,2.5,zero_mom,100,pr,1.3473,0.9486,9.397300259495415e-05,0.0011929420460305572,0.18367301047362822,0.5431702439536654
f3_huber,0.7,2.5,zero_mom,100,suffix,4.5753,0.8815,3.612247573731384e-13,2.999420665819957e-11,0.10207591004239508,0.427940457192087
f3_huber,0.7,2.5,zero_mom,100,best,3.9255,0.8653,2.5016440383970065e-11,2.570265144060976e-10,0.09446754870847877,0.42473293250501803
f3_huber,0.7,2.5,zero_mom,1000,last,55.2831,0.8989,4.442359299667382e-150,2.825072642645738e-116,1.992573673847286e-08,0.09443409684122557
f3_huber,0.7,2.5,zero_mom,1000,cesaro,1.6266,0.9975,3.70475913654496e-06,0.00010171818550657323,0.007481453951348902,0.2336863795818301
f3_huber,0.7,2.5,zero_mom,1000,pr,2.5212,0.9660,9.913631491160515e-09,1.258506890591765e-07,0.0003958960167782243,0.17158367478915534
f3_huber,0.7,2.5,zero_mom,1000,suffix,55.0612,0.9023,4.7094382647577163e-150,5.4960909708383045e-114,2.5894718938020943e-08,0.0968358549110931
f3_huber,0.7,2.5,zero_mom,1000,best,55.9990,0.9016,1.8250756164785717e-152,2.825072642645738e-116,1.992573673847286e-08,0.09443409684122557
f3_huber,0.7,2.5,zero_mom,10000,last,,,0.0,0.0,3.4732170282929064e-75,2.7877770365811685e-08
f3_huber,0.7,2.5,zero_mom,10000,cesaro,1.7735,0.9950,3.711430036455595e-08,1.019013423082968e-06,7.497717617457053e-05,0.007225086280782574
f3_huber,0.7,2.5,zero_mom,10000,pr,2.9345,0.9495,9.967260624082156e-13,1.2653149541533894e-11,3.995059987677975e-08,0.00041104598007314945
f3_huber,0.7,2.5,zero_mom,10000,suffix,,,0.0,0.0,8.592854213872985e-75,3.0298756683242134e-08
f3_huber,0.7,2.5,zero_mom,10000,best,,,0.0,0.0,3.4732170282929064e-75,2.7877770365811685e-08
f3_huber,0.7,2.9,zero_mom,100,last,5.0000,0.8548,4.751770152131866e-14,4.744107609475073e-13,0.07181364509628455,0.41376075014681274
f3_huber,0.7,2.9,zero_mom,100,cesaro,1.0410,0.9936,0.0022744378162351257,0.02746518563616877,0.4327198665862325,2.678152683920578
f3_huber,0.7,2.9,zero_mom,100,pr,1.4915,0.9432,3.470185830578677e-05,0.0004761160097736645,0.1512809632622593,0.47628321831974735
f3_huber,0.7,2.9,zero_mom,100,suffix,5.3032,0.8517,8.369120493652505e-15,9.06402627987948e-14,0.07860318228721902,0.41738940815485664
f3_huber,0.7,2.9,zero_mom,100,best,5.4258,0.8514,4.028444669659726e-15,4.29872524296442e-14,0.07181364509628455,0.41376075014681274
f3_huber,0.7,2.9,zero_mom,1000,last,59.6718,0.8229,3.0554684095383236e-153,3.0503286484454142e-152,1.2035610504994453e-09,0.07227629683257483
