function,beta,etaL,init,T,A,B,exp_diff,R2,ratio_k10,ratio_k100,ratio_k1000,ratio_k10000
f1_quad2d,0.5,1.5,alt_mom,100,cesaro,suffix,-8.0655,0.6465,2.595707e+26,3.461503e+01,1.287252e+00,1.013187e+00
f1_quad2d,0.5,1.5,alt_mom,100,cesaro,best,-8.1290,0.6499,3.878495e+26,4.633009e+01,1.322742e+00,1.015928e+00
f1_quad2d,0.5,1.5,alt_mom,100,pr,suffix,-7.3323,0.6347,1.327452e+24,1.128223e+01,1.194469e+00,1.016437e+00
f1_quad2d,0.5,1.5,alt_mom,100,pr,best,-7.3958,0.6386,1.983473e+24,1.510058e+01,1.227401e+00,1.019187e+00
f1_quad2d,0.5,1.5,alt_mom,100,suffix,best,-0.0634,0.9175,1.494196e+00,1.338439e+00,1.027571e+00,1.002706e+00
f1_quad2d,0.5,1.5,alt_mom,1000,cesaro,pr,-1.4544,0.9439,1.887000e+04,2.216957e+02,3.157180e+00,1.104692e+00
f1_quad2d,0.5,1.5,alt_mom,10000,cesaro,pr,-1.9314,0.9998,1.880227e+06,2.208999e+04,2.246655e+02,3.166487e+00
f1_quad2d,0.5,2.0,alt_mom,100,last,cesaro,8.2367,0.6712,1.894304e-27,4.048812e-03,6.807363e-01,9.799451e-01
f1_quad2d,0.5,2.0,alt_mom,100,last,pr,7.4203,0.6569,6.200913e-25,1.846442e-02,7.585467e-01,9.746166e-01
f1_quad2d,0.5,2.0,alt_mom,100,last,suffix,-0.0482,0.1549,1.628686e+00,6.706098e-01,9.643007e-01,9.964030e-01
f1_quad2d,0.5,2.0,alt_mom,100,last,best,0.0374,0.6000,1.000000e+00,1.000000e+00,1.000000e+00,1.332456e+00
f1_quad2d,0.5,2.0,alt_mom,100,cesaro,pr,-0.8164,0.7988,3.273451e+02,4.560454e+00,1.114303e+00,9.945624e-01
f1_quad2d,0.5,2.0,alt_mom,100,cesaro,suffix,-8.2849,0.6656,8.597808e+26,1.656312e+02,1.416555e+00,1.016795e+00
f1_quad2d,0.5,2.0,alt_mom,100,cesaro,best,-8.1993,0.6676,5.278983e+26,2.469860e+02,1.468998e+00,1.359726e+00
f1_quad2d,0.5,2.0,alt_mom,100,pr,suffix,-7.4685,0.6508,2.626527e+24,3.631902e+01,1.271248e+00,1.022354e+00
f1_quad2d,0.5,2.0,alt_mom,100,pr,best,-7.3829,0.6528,1.612666e+24,5.415821e+01,1.318310e+00,1.367160e+00
f1_quad2d,0.5,2.0,alt_mom,100,suffix,best,0.0856,0.4145,6.139917e-01,1.491180e+00,1.037021e+00,1.337267e+00
f1_quad2d,0.5,2.0,alt_mom,1000,cesaro,pr,-1.5248,0.9580,3.158937e+04,3.915368e+02,4.659399e+00,1.144043e+00
f1_quad2d,0.5,2.0,alt_mom,10000,cesaro,pr,-1.9476,0.9999,3.147598e+06,3.901314e+04,3.991394e+02,4.670014e+00
f1_quad2d,0.5,2.5,alt_mom,100,last,cesaro,8.1900,0.6961,4.805317e-27,6.391553e-04,6.115355e-01,9.727276e-01
f1_quad2d,0.5,2.5,alt_mom,100,last,pr,7.3087,0.6796,2.318146e-24,4.207962e-03,7.052159e-01,9.680896e-01
f1_quad2d,0.5,2.5,alt_mom,100,last,suffix,0.3540,0.7552,7.690828e-02,5.980319e-01,9.554700e-01,9.955047e-01
f1_quad2d,0.5,2.5,alt_mom,100,last,best,0.0000,1.0000,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00
f1_quad2d,0.5,2.5,alt_mom,100,cesaro,pr,-0.8813,0.8257,4.824128e+02,6.583629e+00,1.153189e+00,9.952320e-01
f1_quad2d,0.5,2.5,alt_mom,100,cesaro,suffix,-7.8360,0.6934,1.600483e+25,9.356598e+02,1.562411e+00,1.023416e+00
f1_quad2d,0.5,2.5,alt_mom,100,cesaro,best,-8.1900,0.6961,2.081028e+26,1.564565e+03,1.635228e+00,1.028037e+00
f1_quad2d,0.5,2.5,alt_mom,100,pr,suffix,-6.9547,0.6758,3.317663e+22,1.421191e+02,1.354862e+00,1.028319e+00
f1_quad2d,0.5,2.5,alt_mom,100,pr,best,-7.3087,0.6796,4.313792e+23,2.376448e+02,1.418005e+00,1.032962e+00
f1_quad2d,0.5,2.5,alt_mom,100,suffix,best,-0.3540,0.7552,1.300250e+01,1.672152e+00,1.046605e+00,1.004516e+00
f1_quad2d,0.5,2.5,alt_mom,1000,cesaro,pr,-1.5741,0.9685,4.655367e+04,6.077708e+02,6.684023e+00,1.185420e+00
f1_quad2d,0.5,2.5,alt_mom,10000,cesaro,pr,-1.9509,0.9999,4.638656e+06,6.055891e+04,6.232403e+02,6.695301e+00
f1_quad2d,0.5,2.9,alt_mom,100,last,cesaro,7.6701,0.7251,4.262798e-25,1.298149e-04,5.604072e-01,9.661370e-01
f1_quad2d,0.5,2.9,alt_mom,100,last,pr,6.7459,0.7077,2.643543e-22,1.115822e-03,6.645582e-01,9.628899e-01
f1_quad2d,0.5,2.9,alt_mom,100,last,suffix,-0.1800,0.3281,4.768856e+00,5.428365e-01,9.484328e-01,9.947863e-01
f1_quad2d,0.5,2.9,alt_mom,100,last,best,0.0000,1.0000,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00
f1_quad2d,0.5,2.9,alt_mom,100,cesaro,pr,-0.9242,0.8428,6.201427e+02,8.595488e+00,1.185849e+00,9.966391e-01
f1_quad2d,0.5,2.9,alt_mom,100,cesaro,suffix,-7.8501,0.7138,1.118715e+25,4.181620e+03,1.692399e+00,1.029653e+00
f1_quad2d,0.5,2.9,alt_mom,100,cesaro,best,-7.6701,0.7251,2.345877e+24,7.703277e+03,1.784417e+00,1.035050e+00
f1_quad2d,0.5,2.9,alt_mom,100,pr,suffix,-6.9259,0.6953,1.803964e+22,4.864901e+02,1.427163e+00,1.033126e+00
f1_quad2d,0.5,2.9,alt_mom,100,pr,best,-6.7459,0.7077,3.782802e+21,8.962001e+02,1.504759e+00,1.038540e+00
f1_quad2d,0.5,2.9,alt_mom,100,suffix,best,0.1800,0.3281,2.096939e-01,1.842175e+00,1.054371e+00,1.005241e+00
f1_quad2d,0.5,2.9,alt_mom,1000,cesaro,pr,-1.6043,0.9749,5.984485e+04,8.135424e+02,8.700678e+00,1.220026e+00
f1_quad2d,0.5,2.9,alt_mom,10000,cesaro,pr,-1.9491,0.9998,5.963003e+06,8.106221e+04,8.381858e+02,8.712892e+00
f1_quad2d,0.7,0.5,alt_mom,100,last,cesaro,3.8484,0.6528,2.756294e-13,1.521455e-01,8.950083e-01,1.027560e+00
f1_quad2d,0.7,0.5,alt_mom,100,last,pr,3.2799,0.6433,1.748888e-11,2.604306e-01,8.965088e-01,9.924823e-01
f1_quad2d,0.7,0.5,alt_mom,100,last,suffix,-0.3253,0.5505,1.272717e+01,8.518274e-01,9.850187e-01,9.985002e-01
f1_quad2d,0.7,0.5,alt_mom,100,last,best,-0.0624,0.5684,1.679853e+00,1.000000e+00,1.091435e+00,1.010391e+00
f1_quad2d,0.7,0.5,alt_mom,100,cesaro,pr,-0.5685,0.7082,6.345071e+01,1.711721e+00,1.001676e+00,9.658630e-01
f1_quad2d,0.7,0.5,alt_mom,100,cesaro,suffix,-4.1737,0.6445,4.617494e+13,5.598769e+00,1.100569e+00,9.717194e-01
f1_quad2d,0.7,0.5,alt_mom,100,cesaro,best,-3.9108,0.6518,6.094606e+12,6.572657e+00,1.219469e+00,9.832914e-01
f1_quad2d,0.7,0.5,alt_mom,100,pr,suffix,-3.6052,0.6346,7.277293e+11,3.270842e+00,1.098727e+00,1.006063e+00
f1_quad2d,0.7,0.5,alt_mom,100,pr,best,-3.3423,0.6422,9.605261e+10,3.839795e+00,1.217428e+00,1.018044e+00
f1_quad2d,0.7,0.5,alt_mom,100,suffix,best,0.2629,0.5434,1.319895e-01,1.173947e+00,1.108035e+00,1.011909e+00
f1_quad2d,0.7,0.5,alt_mom,1000,cesaro,pr,-1.2868,0.9145,6.123107e+03,6.879674e+01,1.839618e+00,1.051848e+00
f1_quad2d,0.7,0.5,alt_mom,10000,cesaro,pr,-1.8547,0.9973,6.101127e+05,6.854973e+03,6.937925e+01,1.853163e+00
f1_quad2d,0.7,1.0,alt_mom,100,last,cesaro,3.8913,0.7262,4.512634e-13,1.065381e-02,7.552356e-01,1.019859e+00
f1_quad2d,0.7,1.0,alt_mom,100,last,pr,3.1308,0.7136,1.010375e-10,3.593198e-02,7.973872e-01,9.815045e-01
f1_quad2d,0.7,1.0,alt_mom,100,last,suffix,-0.2367,0.4624,6.816799e+00,7.069719e-01,9.700747e-01,9.970007e-01
f1_quad2d,0.7,1.0,alt_mom,100,last,best,0.0555,0.0466,4.898051e+00,1.000000e+00,2.946318e+00,5.233135e+00
f1_quad2d,0.7,1.0,alt_mom,100,cesaro,pr,-0.7604,0.7769,2.238991e+02,3.372689e+00,1.055812e+00,9.623928e-01
f1_quad2d,0.7,1.0,alt_mom,100,cesaro,suffix,-4.1280,0.7099,1.510603e+13,6.635860e+01,1.284466e+00,9.775873e-01
f1_quad2d,0.7,1.0,alt_mom,100,cesaro,best,-3.8357,0.6801,1.085408e+13,9.386315e+01,3.901191e+00,5.131236e+00
f1_quad2d,0.7,1.0,alt_mom,100,pr,suffix,-3.3676,0.6945,6.746803e+10,1.967528e+01,1.216567e+00,1.015788e+00
f1_quad2d,0.7,1.0,alt_mom,100,pr,best,-3.0753,0.6562,4.847757e+10,2.783036e+01,3.694966e+00,5.331748e+00
f1_quad2d,0.7,1.0,alt_mom,100,suffix,best,0.2923,0.9961,7.185265e-01,1.414483e+00,3.037208e+00,5.248878e+00
f1_quad2d,0.7,1.0,alt_mom,1000,cesaro,pr,-1.4742,0.9497,2.160666e+04,2.714731e+02,3.588746e+00,1.113854e+00
f1_quad2d,0.7,1.0,alt_mom,10000,cesaro,pr,-1.9315,0.9999,2.152910e+06,2.704986e+04,2.771363e+02,3.611607e+00
f1_quad2d,0.7,1.5,alt_mom,100,last,cesaro,4.0120,0.8116,5.338228e-13,3.204133e-04,6.328432e-01,1.004998e+00
f1_quad2d,0.7,1.5,alt_mom,100,last,pr,3.1362,0.8072,2.388699e-10,2.056699e-03,7.059967e-01,9.706012e-01
f1_quad2d,0.7,1.5,alt_mom,100,last,suffix,0.1218,0.9093,4.658419e-01,5.643195e-01,9.551677e-01,9.955017e-01
f1_quad2d,0.7,1.5,alt_mom,100,last,best,-0.1331,0.5024,3.168597e+00,1.000000e+00,1.000000e+00,1.140952e+00
f1_quad2d,0.7,1.5,alt_mom,100,cesaro,pr,-0.8758,0.8274,4.474704e+02,6.418895e+00,1.115595e+00,9.657744e-01
f1_quad2d,0.7,1.5,alt_mom,100,cesaro,suffix,-3.8902,0.8036,8.726527e+11,1.761224e+03,1.509328e+00,9.905510e-01
f1_quad2d,0.7,1.5,alt_mom,100,cesaro,best,-4.1451,0.8016,5.935672e+12,3.120969e+03,1.580170e+00,1.135278e+00
f1_quad2d,0.7,1.5,alt_mom,100,pr,suffix,-3.0144,0.7965,1.950191e+09,2.743811e+02,1.352935e+00,1.025655e+00
f1_quad2d,0.7,1.5,alt_mom,100,pr,best,-3.2693,0.7945,1.326495e+10,4.862160e+02,1.416437e+00,1.175510e+00
f1_quad2d,0.7,1.5,alt_mom,100,suffix,best,-0.2549,0.7690,6.801872e+00,1.772046e+00,1.046937e+00,1.146107e+00
f1_quad2d,0.7,1.5,alt_mom,1000,cesaro,pr,-1.5645,0.9691,4.318163e+04,6.026263e+02,6.665194e+00,1.181280e+00
f1_quad2d,0.7,1.5,alt_mom,10000,cesaro,pr,-1.9408,0.9998,4.302662e+06,6.004631e+04,6.227028e+02,6.693395e+00
f1_quad2d,0.7,2.0,alt_mom,100,last,cesaro,4.0752,0.8934,1.435701e-12,3.049416e-06,5.268491e-01,9.892450e-01
f1_quad2d,0.7,2.0,alt_mom,100,last,pr,3.1189,0.8998,1.020763e-09,3.348146e-05,6.221113e-01,9.597771e-01
f1_quad2d,0.7,2.0,alt_mom,100,last,suffix,-0.0848,0.1201,2.491402e+00,4.206055e-01,9.402975e-01,9.940030e-01
f1_quad2d,0.7,2.0,alt_mom,100,last,best,-0.0361,0.6000,1.318827e+00,1.000000e+00,1.000000e+00,1.000000e+00
f1_quad2d,0.7,2.0,alt_mom,100,cesaro,pr,-0.9563,0.8599,7.109860e+02,1.097963e+01,1.180815e+00,9.702117e-01
f1_quad2d,0.7,2.0,alt_mom,100,cesaro,suffix,-4.1600,0.8780,1.735321e+12,1.379299e+05,1.784757e+00,1.004810e+00
f1_quad2d,0.7,2.0,alt_mom,100,cesaro,best,-4.1113,0.8920,9.185945e+11,3.279316e+05,1.898077e+00,1.010872e+00
f1_quad2d,0.7,2.0,alt_mom,100,pr,suffix,-3.2037,0.8822,2.440724e+09,1.256234e+04,1.511462e+00,1.035660e+00
f1_quad2d,0.7,2.0,alt_mom,100,pr,best,-3.1549,0.8983,1.292001e+09,2.986728e+04,1.607430e+00,1.041909e+00
f1_quad2d,0.7,2.0,alt_mom,100,suffix,best,0.0487,0.0554,5.293514e-01,2.377525e+00,1.063493e+00,1.006033e+00
f1_quad2d,0.7,2.0,alt_mom,1000,cesaro,pr,-1.6186,0.9810,6.861144e+04,1.057069e+03,1.126351e+01,1.254471e+00
f1_quad2d,0.7,2.0,alt_mom,10000,cesaro,pr,-1.9324,0.9995,6.836515e+06,1.053274e+05,1.105512e+03,1.129838e+01
f1_quad2d,0.7,2.5,alt_mom,100,last,cesaro,4.3207,0.8997,2.166983e-12,2.451687e-09,4.357403e-01,9.733802e-01
f1_quad2d,0.7,2.5,alt_mom,100,last,pr,3.3046,0.8673,2.163712e-09,4.140878e-08,5.454768e-01,9.490329e-01
f1_quad2d,0.7,2.5,alt_mom,100,last,suffix,-0.0833,0.0635,2.870512e+00,2.601489e-01,9.254637e-01,9.925047e-01
f1_quad2d,0.7,2.5,alt_mom,100,last,best,-0.2498,0.6000,6.803251e+00,1.000000e+00,1.000000e+00,1.000000e+00
f1_quad2d,0.7,2.5,alt_mom,100,cesaro,pr,-1.0161,0.8808,9.984905e+02,1.688991e+01,1.251839e+00,9.749869e-01
f1_quad2d,0.7,2.5,alt_mom,100,cesaro,suffix,-4.4040,0.9099,1.324658e+12,1.061102e+08,2.123888e+00,1.019647e+00
f1_quad2d,0.7,2.5,alt_mom,100,cesaro,best,-4.5705,0.9075,3.139504e+12,4.078825e+08,2.294945e+00,1.027348e+00
f1_quad2d,0.7,2.5,alt_mom,100,pr,suffix,-3.3878,0.8949,1.326661e+09,6.282458e+06,1.696614e+00,1.045806e+00
f1_quad2d,0.7,2.5,alt_mom,100,pr,best,-3.5544,0.8883,3.144250e+09,2.414947e+07,1.833258e+00,1.053704e+00
f1_quad2d,0.7,2.5,alt_mom,100,suffix,best,-0.1666,0.5894,2.370048e+00,3.843953e+00,1.080539e+00,1.007552e+00
f1_quad2d,0.7,2.5,alt_mom,1000,cesaro,pr,-1.6549,0.9882,9.635617e+04,1.629819e+03,1.736932e+01,1.333847e+00
f1_quad2d,0.7,2.5,alt_mom,10000,cesaro,pr,-1.9197,0.9992,9.601029e+06,1.623968e+05,1.725001e+03,1.742465e+01
f1_quad2d,0.7,2.9,alt_mom,100,last,cesaro,4.5491,0.7934,4.435227e-12,1.223462e-12,3.725436e-01,9.607419e-01
f1_quad2d,0.7,2.9,alt_mom,100,last,pr,3.4951,0.6933,5.491851e-09,2.751128e-11,4.892022e-01,9.404952e-01
f1_quad2d,0.7,2.9,alt_mom,100,last,suffix,-0.2568,0.1911,1.227027e+01,1.783065e-01,9.136226e-01,9.913063e-01
f1_quad2d,0.7,2.9,alt_mom,100,last,best,-0.1342,0.6000,2.801302e+00,1.000000e+00,1.000000e+00,1.000000e+00
f1_quad2d,0.7,2.9,alt_mom,100,cesaro,pr,-1.0540,0.8926,1.238235e+03,2.248641e+01,1.313141e+00,9.789259e-01
f1_quad2d,0.7,2.9,alt_mom,100,cesaro,suffix,-4.8059,0.8524,2.766548e+12,1.457392e+11,2.452391e+00,1.031813e+00
f1_quad2d,0.7,2.9,alt_mom,100,cesaro,best,-4.6833,0.8098,6.316028e+11,8.173525e+11,2.684249e+00,1.040862e+00
f1_quad2d,0.7,2.9,alt_mom,100,pr,suffix,-3.7519,0.7897,2.234268e+09,6.481214e+09,1.867577e+00,1.054026e+00
f1_quad2d,0.7,2.9,alt_mom,100,pr,best,-3.6293,0.7209,5.100833e+08,3.634873e+10,2.044145e+00,1.063270e+00
f1_quad2d,0.7,2.9,alt_mom,100,suffix,best,0.1226,0.0777,2.282999e-01,5.608322e+00,1.094544e+00,1.008770e+00
f1_quad2d,0.7,2.9,alt_mom,1000,cesaro,pr,-1.6761,0.9918,1.194916e+05,2.169979e+03,2.329160e+01,1.402099e+00
f1_quad2d,0.7,2.9,alt_mom,10000,cesaro,pr,-1.9090,0.9990,1.190626e+07,2.162189e+05,2.318624e+03,2.337985e+01
f1_quad2d,0.9,0.5,alt_mom,100,last,cesaro,0.9846,0.7961,4.017044e-03,2.634884e-03,7.576186e-01,1.165232e+00
f1_quad2d,0.9,0.5,alt_mom,100,last,pr,0.1415,0.0417,1.215623e+00,1.597791e-02,7.342272e-01,1.005329e+00
f1_quad2d,0.9,0.5,alt_mom,100,last,suffix,0.0458,0.3046,8.277682e-01,5.782632e-01,9.536492e-01,9.957585e-01
f1_quad2d,0.9,0.5,alt_mom,100,last,best,0.0136,0.1192,2.941702e+00,3.069633e+00,2.598875e+00,3.452050e+00
f1_quad2d,0.9,0.5,alt_mom,100,cesaro,pr,-0.8431,0.8394,3.026163e+02,6.063988e+00,9.691251e-01,8.627712e-01
f1_quad2d,0.9,0.5,alt_mom,100,cesaro,suffix,-0.9388,0.8223,2.060640e+02,2.194644e+02,1.258746e+00,8.545581e-01
f1_quad2d,0.9,0.5,alt_mom,100,cesaro,best,-0.9710,0.7749,7.323050e+02,1.164997e+03,3.430321e+00,2.962543e+00
f1_quad2d,0.9,0.5,alt_mom,100,pr,suffix,-0.0957,0.0240,6.809416e-01,3.619142e+01,1.298848e+00,9.904806e-01
f1_quad2d,0.9,0.5,alt_mom,100,pr,best,-0.1279,0.0336,2.419913e+00,1.921173e+02,3.539606e+00,3.433753e+00
f1_quad2d,0.9,0.5,alt_mom,100,suffix,best,-0.0322,0.1199,3.553775e+00,5.308367e+00,2.725190e+00,3.466754e+00
f1_quad2d,0.9,0.5,alt_mom,1000,cesaro,pr,-1.5597,0.9697,4.088720e+04,5.988158e+02,6.597195e+00,1.162197e+00
f1_quad2d,0.9,0.5,alt_mom,10000,cesaro,pr,-1.9336,0.9997,4.074043e+06,5.966663e+04,6.223005e+02,6.686359e+00
f1_quad2d,0.9,1.0,alt_mom,100,last,cesaro,0.7948,0.5613,1.831122e-02,1.096648e-03,4.319867e-01,1.114044e+00
f1_quad2d,0.9,1.0,alt_mom,100,last,pr,-0.3329,0.1111,3.385171e+01,2.453738e-02,4.840366e-01,9.729672e-01
f1_quad2d,0.9,1.0,alt_mom,100,last,suffix,-0.0616,0.0426,2.369457e+00,2.732433e-01,9.035008e-01,9.910144e-01
f1_quad2d,0.9,1.0,alt_mom,100,last,best,0.1063,0.2212,1.314415e+01,1.777689e+01,7.831887e+00,3.907366e+01
f1_quad2d,0.9,1.0,alt_mom,100,cesaro,pr,-1.1277,0.8840,1.848686e+03,2.237489e+01,1.120490e+00,8.733653e-01
f1_quad2d,0.9,1.0,alt_mom,100,cesaro,suffix,-0.8564,0.7970,1.293992e+02,2.491622e+02,2.091501e+00,8.895650e-01
f1_quad2d,0.9,1.0,alt_mom,100,cesaro,best,-0.6884,0.4309,7.178194e+02,1.621020e+04,1.812992e+01,3.507372e+01
f1_quad2d,0.9,1.0,alt_mom,100,pr,suffix,0.2713,0.1475,6.999520e-02,1.113580e+01,1.866596e+00,1.018549e+00
f1_quad2d,0.9,1.0,alt_mom,100,pr,best,0.4393,0.1767,3.882862e-01,7.244818e+02,1.618036e+01,4.015928e+01
f1_quad2d,0.9,1.0,alt_mom,100,suffix,best,0.1680,0.1790,5.547326e+00,6.505882e+01,8.668378e+00,3.942795e+01
f1_quad2d,0.9,1.0,alt_mom,1000,cesaro,pr,-1.6707,0.9930,1.144514e+05,2.288126e+03,2.487166e+01,1.393664e+00
f1_quad2d,0.9,1.0,alt_mom,10000,cesaro,pr,-1.8941,0.9986,1.140406e+07,2.279912e+05,2.477481e+03,2.500709e+01
f1_quad2d,0.9,1.5,alt_mom,100,last,cesaro,0.6464,0.6218,2.849155e-02,3.928164e-03,2.191939e-01,1.064468e+00
f1_quad2d,0.9,1.5,alt_mom,100,last,pr,-0.4517,0.3313,3.376301e+01,2.059538e-01,2.890146e-01,9.412882e-01
f1_quad2d,0.9,1.5,alt_mom,100,last,suffix,-0.5432,0.4939,7.402489e+01,5.430872e-01,8.479547e-01,9.864619e-01
f1_quad2d,0.9,1.5,alt_mom,100,last,best,0.1834,0.3575,1.400862e+00,2.663643e+00,1.000000e+00,7.934263e+00
f1_quad2d,0.9,1.5,alt_mom,100,cesaro,pr,-1.0981,0.9251,1.185018e+03,5.243005e+01,1.318534e+00,8.842802e-01
f1_quad2d,0.9,1.5,alt_mom,100,cesaro,suffix,-1.1896,0.9752,2.598135e+03,1.382547e+02,3.868515e+00,9.267180e-01
f1_quad2d,0.9,1.5,alt_mom,100,cesaro,best,-0.4630,0.3684,4.916765e+01,6.780885e+02,4.562172e+00,7.453734e+00
f1_quad2d,0.9,1.5,alt_mom,100,pr,suffix,-0.0915,0.3435,2.192485e+00,2.636936e+00,2.933951e+00,1.047991e+00
f1_quad2d,0.9,1.5,alt_mom,100,pr,best,0.6351,0.5122,4.149104e-02,1.293320e+01,3.460033e+00,8.429154e+00
f1_quad2d,0.9,1.5,alt_mom,100,suffix,best,0.7266,0.6183,1.892421e-02,4.904633e+00,1.179308e+00,8.043152e+00
f1_quad2d,0.9,1.5,alt_mom,1000,cesaro,pr,-1.7099,0.9978,1.898444e+05,4.922997e+03,5.568133e+01,1.688145e+00
f1_quad2d,0.9,1.5,alt_mom,10000,cesaro,pr,-1.8528,0.9973,1.891630e+07,4.905325e+05,5.548143e+03,5.619306e+01
f1_quad2d,0.9,2.0,alt_mom,100,last,cesaro,0.4138,0.4323,8.865954e-02,1.045634e-02,9.479869e-02,1.018296e+00
f1_quad2d,0.9,2.0,alt_mom,100,last,pr,-0.7284,0.5613,1.280166e+02,1.040010e+00,1.497609e-01,9.118781e-01
f1_quad2d,0.9,2.0,alt_mom,100,last,suffix,-0.8508,0.8404,3.021747e+02,8.777801e+00,7.891595e-01,9.837415e-01
f1_quad2d,0.9,2.0,alt_mom,100,last,best,-0.2092,0.8298,3.982676e+00,2.891792e+00,1.000000e+00,1.139463e+00
f1_quad2d,0.9,2.0,alt_mom,100,cesaro,pr,-1.1421,0.9356,1.443912e+03,9.946219e+01,1.579779e+00,8.954942e-01
f1_quad2d,0.9,2.0,alt_mom,100,cesaro,suffix,-1.2646,0.9604,3.408259e+03,8.394716e+02,8.324582e+00,9.660665e-01
f1_quad2d,0.9,2.0,alt_mom,100,cesaro,best,-0.6229,0.6321,4.492101e+01,2.765587e+02,1.054867e+01,1.118990e+00
f1_quad2d,0.9,2.0,alt_mom,100,pr,suffix,-0.1225,0.1615,2.360434e+00,8.440108e+00,5.269462e+00,1.078808e+00
f1_quad2d,0.9,2.0,alt_mom,100,pr,best,0.5192,0.4275,3.111063e-02,2.780541e+00,6.677309e+00,1.249579e+00
f1_quad2d,0.9,2.0,alt_mom,100,suffix,best,0.6417,0.7990,1.318005e-02,3.294438e-01,1.267171e+00,1.158295e+00
f1_quad2d,0.9,2.0,alt_mom,1000,cesaro,pr,-1.7227,0.9978,2.587689e+05,8.377141e+03,9.852504e+01,2.059064e+00
f1_quad2d,0.9,2.0,alt_mom,10000,cesaro,pr,-1.8166,0.9958,2.578400e+07,8.347071e+05,9.817137e+03,9.985076e+01
f1_quad2d,0.9,2.5,alt_mom,100,last,cesaro,0.5099,0.2530,6.960252e-02,6.642860e-04,3.083107e-02,9.696933e-01
f1_quad2d,0.9,2.5,alt_mom,100,last,pr,-0.7038,0.3117,1.837608e+02,7.103037e-02,5.938767e-02,8.795058e-01
f1_quad2d,0.9,2.5,alt_mom,100,last,suffix,-0.2544,0.1348,1.363307e+01,9.027926e-02,7.010534e-01,9.772403e-01
f1_quad2d,0.9,2.5,alt_mom,100,last,best,0.0702,0.0255,7.119810e+00,1.000000e+00,1.000000e+00,1.220360e+01
f1_quad2d,0.9,2.5,alt_mom,100,cesaro,pr,-1.2136,0.9436,2.640145e+03,1.069274e+02,1.926228e+00,9.069938e-01
f1_quad2d,0.9,2.5,alt_mom,100,cesaro,suffix,-0.7642,0.8911,1.958704e+02,1.359042e+02,2.273854e+01,1.007783e+00
f1_quad2d,0.9,2.5,alt_mom,100,cesaro,best,-0.4397,0.3984,1.022924e+02,1.505376e+03,3.243482e+01,1.258501e+01
f1_quad2d,0.9,2.5,alt_mom,100,pr,suffix,0.4494,0.4145,7.418924e-02,1.270995e+00,1.180470e+01,1.111124e+00
f1_quad2d,0.9,2.5,alt_mom,100,pr,best,0.7740,0.5975,3.874500e-02,1.407849e+01,1.683851e+01,1.387552e+01
f1_quad2d,0.9,2.5,alt_mom,100,suffix,best,0.3246,0.3807,5.222455e-01,1.107674e+01,1.426425e+00,1.248782e+01
f1_quad2d,0.9,2.5,alt_mom,1000,cesaro,pr,-1.7222,0.9962,3.196059e+05,1.254032e+04,1.532255e+02,2.520384e+00
f1_quad2d,0.9,2.5,alt_mom,10000,cesaro,pr,-1.7843,0.9941,3.184587e+07,1.249530e+06,1.526755e+04,1.559430e+02
f1_quad2d,0.9,2.9,alt_mom,100,last,cesaro,0.1152,0.0290,2.744378e-01,3.174912e-02,1.128100e-02,9.378334e-01
f1_quad2d,0.9,2.9,alt_mom,100,last,pr,-1.3693,0.6202,5.595140e+03,4.599885e+00,2.576092e-02,8.594371e-01
f1_quad2d,0.9,2.9,alt_mom,100,last,suffix,-0.6563,0.8203,4.571670e+01,2.794515e+01,7.809950e-01,9.780538e-01
f1_quad2d,0.9,2.9,alt_mom,100,last,best,-0.2686,0.7783,4.612929e+00,5.335451e+00,1.080137e+00,1.000000e+00
f1_quad2d,0.9,2.9,alt_mom,100,cesaro,pr,-1.4844,0.9305,2.038765e+04,1.448823e+02,2.283568e+00,9.164071e-01
f1_quad2d,0.9,2.9,alt_mom,100,cesaro,suffix,-0.7714,0.6390,1.665831e+02,8.801866e+02,6.923101e+01,1.042887e+00
f1_quad2d,0.9,2.9,alt_mom,100,cesaro,best,-0.3837,0.2515,1.680865e+01,1.680504e+02,9.574837e+01,1.066288e+00
f1_quad2d,0.9,2.9,alt_mom,100,pr,suffix,0.7130,0.3551,8.170787e-03,6.075184e+00,3.031704e+01,1.138017e+00
f1_quad2d,0.9,2.9,alt_mom,100,pr,best,1.1007,0.5174,8.244527e-04,1.159910e+00,4.192929e+01,1.163552e+00
f1_quad2d,0.9,2.9,alt_mom,100,suffix,best,0.3877,0.8195,1.009025e-01,1.909258e-01,1.383027e+00,1.022439e+00
f1_quad2d,0.9,2.9,alt_mom,1000,cesaro,pr,-1.7163,0.9946,3.626994e+05,1.631617e+04,2.054102e+02,2.963705e+00
f1_quad2d,0.9,2.9,alt_mom,10000,cesaro,pr,-1.7609,0.9927,3.613974e+07,1.625760e+06,2.046729e+04,2.097575e+02
f1_quad2d,0.95,0.5,alt_mom,100,last,cesaro,0.1256,0.0806,1.096441e+00,7.838323e-02,6.560939e-01,1.416411e+00
f1_quad2d,0.95,0.5,alt_mom,100,last,pr,-0.6995,0.7708,5.882885e+01,3.831669e+01,6.017214e-01,1.094822e+00
