function,beta,etaL,init,T,A,B,exp_diff,R2,ratio_k10,ratio_k100,ratio_k1000,ratio_k10000
f1_quad2d,0.95,0.5,alt_mom,100,last,suffix,-0.2626,0.4684,3.350883e+00,1.013427e+01,9.057657e-01,9.986494e-01
f1_quad2d,0.95,0.5,alt_mom,100,last,best,-0.1941,0.4995,3.681325e+01,1.115301e+01,5.115648e+00,1.076282e+01
f1_quad2d,0.95,0.5,alt_mom,100,cesaro,pr,-0.8251,0.5993,5.365436e+01,4.888379e+02,9.171269e-01,7.729552e-01
f1_quad2d,0.95,0.5,alt_mom,100,cesaro,suffix,-0.3882,0.2458,3.056144e+00,1.292914e+02,1.380543e+00,7.050562e-01
f1_quad2d,0.95,0.5,alt_mom,100,cesaro,best,-0.3197,0.4623,3.357521e+01,1.422882e+02,7.797127e+00,7.598657e+00
f1_quad2d,0.95,0.5,alt_mom,100,pr,suffix,0.4369,0.7912,5.695985e-02,2.644872e-01,1.505291e+00,9.121565e-01
f1_quad2d,0.95,0.5,alt_mom,100,pr,best,0.5054,0.6985,6.257686e-01,2.910744e-01,8.501688e+00,9.830656e+00
f1_quad2d,0.95,0.5,alt_mom,100,suffix,best,0.0685,0.0355,1.098613e+01,1.100524e+00,5.647871e+00,1.077738e+01
f1_quad2d,0.95,0.5,alt_mom,1000,last,cesaro,6.1953,0.8727,1.119073e-18,2.346276e-19,6.724100e-10,3.527321e-01
f1_quad2d,0.95,0.5,alt_mom,1000,last,pr,4.5236,0.7789,1.256748e-13,5.354646e-16,1.671493e-08,4.782896e-01
f1_quad2d,0.95,0.5,alt_mom,1000,last,suffix,-0.9343,0.8377,4.793079e+02,1.195991e+01,6.549407e-01,9.697740e-01
f1_quad2d,0.95,0.5,alt_mom,1000,last,best,-0.4428,0.7142,1.965756e+01,1.834894e+01,1.000000e+00,1.732521e+00
f1_quad2d,0.95,0.5,alt_mom,1000,cesaro,pr,-1.6717,0.9934,1.123026e+05,2.282189e+03,2.485824e+01,1.355957e+00
f1_quad2d,0.95,0.5,alt_mom,1000,cesaro,suffix,-7.1296,0.9214,4.283080e+20,5.097402e+19,9.740199e+08,2.749321e+00
f1_quad2d,0.95,0.5,alt_mom,1000,cesaro,best,-6.6381,0.8798,1.756593e+19,7.820453e+19,1.487188e+09,4.911718e+00
f1_quad2d,0.95,0.5,alt_mom,1000,pr,suffix,-5.4579,0.8700,3.813874e+15,2.233558e+16,3.918298e+07,2.027588e+00
f1_quad2d,0.95,0.5,alt_mom,1000,pr,best,-4.9664,0.8000,1.564160e+14,3.426733e+16,5.982676e+07,3.622326e+00
f1_quad2d,0.95,0.5,alt_mom,1000,suffix,best,0.4915,0.6326,4.101238e-02,1.534204e+00,1.526856e+00,1.786520e+00
f1_quad2d,0.95,0.5,alt_mom,10000,cesaro,pr,-1.8915,0.9986,1.118995e+07,2.273997e+05,2.476810e+03,2.500450e+01
f1_quad2d,0.95,1.0,alt_mom,100,last,cesaro,-0.2000,0.1433,5.777043e+00,2.729788e-01,1.928999e-01,1.397191e+00
f1_quad2d,0.95,1.0,alt_mom,100,last,pr,-1.0228,0.6913,1.022668e+03,4.721904e+00,2.253311e-01,1.098737e+00
f1_quad2d,0.95,1.0,alt_mom,100,last,suffix,-0.4131,0.2327,4.013100e+00,2.060176e+02,8.503976e-01,1.050127e+00
f1_quad2d,0.95,1.0,alt_mom,100,last,best,0.0635,0.0166,7.966888e+01,1.097363e+01,7.454265e+00,1.475503e+02
f1_quad2d,0.95,1.0,alt_mom,100,cesaro,pr,-0.8228,0.9331,1.770227e+02,1.729769e+01,1.168125e+00,7.863900e-01
f1_quad2d,0.95,1.0,alt_mom,100,cesaro,suffix,-0.2131,0.0371,6.946633e-01,7.547020e+02,4.408492e+00,7.515990e-01
f1_quad2d,0.95,1.0,alt_mom,100,cesaro,best,0.2635,0.8876,1.379060e+01,4.019958e+01,3.864318e+01,1.056049e+02
f1_quad2d,0.95,1.0,alt_mom,100,pr,suffix,0.6097,0.2112,3.924148e-03,4.363021e+01,3.773991e+00,9.557587e-01
f1_quad2d,0.95,1.0,alt_mom,100,pr,best,1.0863,0.9688,7.790299e-02,2.323985e+00,3.308138e+01,1.342908e+02
f1_quad2d,0.95,1.0,alt_mom,100,suffix,best,0.4766,0.1780,1.985220e+01,5.326550e-02,8.765624e+00,1.405070e+02
f1_quad2d,0.95,1.0,alt_mom,1000,last,cesaro,4.8831,0.5151,2.248983e-18,3.833502e-19,3.267776e-20,9.669280e-02
f1_quad2d,0.95,1.0,alt_mom,1000,last,pr,3.1603,0.3092,5.655900e-13,3.195521e-15,3.217850e-18,1.931142e-01
f1_quad2d,0.95,1.0,alt_mom,1000,last,suffix,0.0197,0.0006,4.349868e+00,9.161077e-01,1.434360e+02,9.390466e-01
f1_quad2d,0.95,1.0,alt_mom,1000,last,best,-0.1816,0.5975,9.271703e+00,1.708088e+01,5.760077e+00,3.305983e+00
f1_quad2d,0.95,1.0,alt_mom,1000,cesaro,pr,-1.7228,0.9977,2.514870e+05,8.335774e+03,9.847216e+01,1.997193e+00
f1_quad2d,0.95,1.0,alt_mom,1000,cesaro,suffix,-4.8634,0.4504,1.934149e+18,2.389741e+18,4.389407e+21,9.711650e+00
f1_quad2d,0.95,1.0,alt_mom,1000,cesaro,best,-5.0647,0.5266,4.122621e+18,4.455686e+19,1.762690e+20,3.419058e+01
f1_quad2d,0.95,1.0,alt_mom,1000,pr,suffix,-3.1406,0.2551,7.690849e+12,2.866849e+14,4.457510e+19,4.862649e+00
f1_quad2d,0.95,1.0,alt_mom,1000,pr,best,-3.3419,0.3278,1.639297e+13,5.345258e+15,1.790039e+18,1.711931e+01
f1_quad2d,0.95,1.0,alt_mom,1000,suffix,best,-0.2013,0.0529,2.131491e+00,1.864506e+01,4.015782e-02,3.520573e+00
f1_quad2d,0.95,1.0,alt_mom,10000,cesaro,pr,-1.8127,0.9956,2.505843e+07,8.305852e+05,9.811869e+03,9.984535e+01
f1_quad2d,0.95,1.5,alt_mom,100,last,cesaro,-0.3986,0.2482,1.097541e+01,5.465243e-01,3.505366e-02,1.286522e+00
f1_quad2d,0.95,1.5,alt_mom,100,last,pr,-1.2838,0.6903,1.574709e+03,1.080439e+02,5.607907e-02,1.029665e+00
f1_quad2d,0.95,1.5,alt_mom,100,last,suffix,-0.7140,0.5299,3.686802e+02,6.927084e-01,2.279672e+00,1.032922e+00
f1_quad2d,0.95,1.5,alt_mom,100,last,best,0.0587,0.0560,9.795453e+00,3.586487e+00,3.555491e+00,1.541487e+01
f1_quad2d,0.95,1.5,alt_mom,100,cesaro,pr,-0.8852,0.8205,1.434761e+02,1.976927e+02,1.599807e+00,8.003475e-01
f1_quad2d,0.95,1.5,alt_mom,100,cesaro,suffix,-0.3155,0.1754,3.359146e+01,1.267480e+00,6.503377e+01,8.028789e-01
f1_quad2d,0.95,1.5,alt_mom,100,cesaro,best,0.4573,0.4868,8.924907e-01,6.562356e+00,1.014300e+02,1.198181e+01
f1_quad2d,0.95,1.5,alt_mom,100,pr,suffix,0.5698,0.2185,2.341258e-01,6.411362e-03,4.065102e+01,1.003163e+00
f1_quad2d,0.95,1.5,alt_mom,100,pr,best,1.3425,0.7797,6.220483e-03,3.319473e-02,6.340140e+01,1.497077e+01
f1_quad2d,0.95,1.5,alt_mom,100,suffix,best,0.7727,0.6873,2.656897e-02,5.177485e+00,1.559651e+00,1.492356e+01
f1_quad2d,0.95,1.5,alt_mom,1000,last,cesaro,4.4903,0.5081,1.274886e-17,1.076690e-18,1.840094e-19,2.132847e-02
f1_quad2d,0.95,1.5,alt_mom,1000,last,pr,2.7771,0.2913,4.592083e-12,1.851209e-14,4.037898e-17,6.401040e-02
f1_quad2d,0.95,1.5,alt_mom,1000,last,suffix,-1.0812,0.6879,3.109105e+02,1.592074e+03,9.857120e-01,9.077305e-01
f1_quad2d,0.95,1.5,alt_mom,1000,last,best,-0.4019,0.6440,2.910274e+01,7.598991e+00,1.794808e+01,1.000000e+00
f1_quad2d,0.95,1.5,alt_mom,1000,cesaro,pr,-1.7132,0.9938,3.601955e+05,1.719351e+04,2.194397e+02,3.001171e+00
f1_quad2d,0.95,1.5,alt_mom,1000,cesaro,suffix,-5.5715,0.6214,2.438731e+19,1.478674e+21,5.356856e+18,4.255956e+01
f1_quad2d,0.95,1.5,alt_mom,1000,cesaro,best,-4.8922,0.5241,2.282771e+18,7.057731e+18,9.753891e+19,4.688568e+01
f1_quad2d,0.95,1.5,alt_mom,1000,pr,suffix,-3.8584,0.4522,6.770576e+13,8.600186e+16,2.441151e+16,1.418098e+01
f1_quad2d,0.95,1.5,alt_mom,1000,pr,best,-3.1790,0.3252,6.337591e+12,4.104880e+14,4.444906e+17,1.562246e+01
f1_quad2d,0.95,1.5,alt_mom,1000,suffix,best,0.6794,0.3302,9.360490e-02,4.773013e-03,1.820824e+01,1.101649e+00
f1_quad2d,0.95,1.5,alt_mom,10000,cesaro,pr,-1.7506,0.9920,3.589025e+07,1.713180e+06,2.186520e+04,2.244335e+02
f1_quad2d,0.95,2.0,alt_mom,100,last,cesaro,-0.4918,0.5105,2.172058e+01,2.488327e+00,1.514160e-01,1.267018e+00
f1_quad2d,0.95,2.0,alt_mom,100,last,pr,-1.3445,0.7950,2.530878e+03,6.910491e+02,3.655761e-01,1.032492e+00
f1_quad2d,0.95,2.0,alt_mom,100,last,suffix,-0.5045,0.7546,6.096649e+01,2.749345e+00,4.358102e+00,1.088230e+00
f1_quad2d,0.95,2.0,alt_mom,100,last,best,-0.7496,0.9109,1.944302e+02,1.275630e+02,1.946168e+01,1.153777e+00
f1_quad2d,0.95,2.0,alt_mom,100,cesaro,pr,-0.8527,0.7858,1.165198e+02,2.777164e+02,2.414382e+00,8.148992e-01
f1_quad2d,0.95,2.0,alt_mom,100,cesaro,suffix,-0.0127,0.0006,2.806854e+00,1.104897e+00,2.878230e+01,8.588904e-01
f1_quad2d,0.95,2.0,alt_mom,100,cesaro,best,-0.2578,0.1238,8.951429e+00,5.126459e+01,1.285312e+02,9.106234e-01
f1_quad2d,0.95,2.0,alt_mom,100,pr,suffix,0.8400,0.4762,2.408907e-02,3.978509e-03,1.192119e+01,1.053984e+00
f1_quad2d,0.95,2.0,alt_mom,100,pr,best,0.5948,0.3715,7.682323e-02,1.845933e-01,5.323564e+01,1.117468e+00
f1_quad2d,0.95,2.0,alt_mom,100,suffix,best,-0.2451,0.2102,3.189132e+00,4.639762e+01,4.465632e+00,1.060232e+00
f1_quad2d,0.95,2.0,alt_mom,1000,last,cesaro,4.3378,0.4758,7.340913e-18,1.447034e-19,2.498339e-20,3.796088e-03
f1_quad2d,0.95,2.0,alt_mom,1000,last,pr,2.6531,0.2646,3.249303e-12,4.069296e-15,9.653470e-18,1.700257e-02
f1_quad2d,0.95,2.0,alt_mom,1000,last,suffix,-0.7067,0.6256,6.427585e+01,3.372691e+00,1.143115e-01,8.757142e-01
f1_quad2d,0.95,2.0,alt_mom,1000,last,best,-0.2358,0.6000,6.110556e+00,1.000000e+00,1.000000e+00,1.000000e+00
f1_quad2d,0.95,2.0,alt_mom,1000,cesaro,pr,-1.6847,0.9893,4.426292e+05,2.812163e+04,3.863955e+02,4.478971e+00
f1_quad2d,0.95,2.0,alt_mom,1000,cesaro,suffix,-5.0445,0.6129,8.755838e+18,2.330762e+19,4.575501e+18,2.306886e+02
f1_quad2d,0.95,2.0,alt_mom,1000,cesaro,best,-4.5736,0.5169,8.323972e+17,6.910687e+18,4.002659e+19,2.634291e+02
f1_quad2d,0.95,2.0,alt_mom,1000,pr,suffix,-3.3598,0.4288,1.978143e+13,8.288146e+14,1.184150e+16,5.150483e+01
f1_quad2d,0.95,2.0,alt_mom,1000,pr,best,-2.8890,0.3115,1.880574e+12,2.457428e+14,1.035897e+17,5.881465e+01
f1_quad2d,0.95,2.0,alt_mom,1000,suffix,best,0.4709,0.5185,9.506768e-02,2.964991e-01,8.748023e+00,1.141925e+00
f1_quad2d,0.95,2.0,alt_mom,10000,cesaro,pr,-1.6994,0.9884,4.410404e+07,2.802068e+06,3.850085e+04,3.986050e+02
f1_quad2d,0.95,2.5,alt_mom,100,last,cesaro,-0.3698,0.3033,1.562734e+01,2.870941e-01,1.852094e-01,1.058115e+00
f1_quad2d,0.95,2.5,alt_mom,100,last,pr,-1.2150,0.7899,4.459228e+03,8.293240e+00,7.677945e-01,8.783451e-01
f1_quad2d,0.95,2.5,alt_mom,100,last,suffix,-0.3497,0.5270,1.621275e+01,7.656119e-01,1.111844e+00,9.776904e-01
f1_quad2d,0.95,2.5,alt_mom,100,last,best,0.0589,0.0372,5.613439e+00,1.000000e+00,7.774764e+00,4.452553e+00
f1_quad2d,0.95,2.5,alt_mom,100,cesaro,pr,-0.8452,0.9939,2.853479e+02,2.888684e+01,4.145548e+00,8.301039e-01
f1_quad2d,0.95,2.5,alt_mom,100,cesaro,suffix,0.0201,0.0046,1.037461e+00,2.666763e+00,6.003172e+00,9.239929e-01
f1_quad2d,0.95,2.5,alt_mom,100,cesaro,best,0.4287,0.4292,3.592063e-01,3.483178e+00,4.197823e+01,4.208006e+00
f1_quad2d,0.95,2.5,alt_mom,100,pr,suffix,0.8653,0.8545,3.635775e-03,9.231759e-02,1.448101e+00,1.113105e+00
f1_quad2d,0.95,2.5,alt_mom,100,pr,best,1.2739,0.8408,1.258837e-03,1.205801e-01,1.012610e+01,5.069253e+00
f1_quad2d,0.95,2.5,alt_mom,100,suffix,best,0.4086,0.8048,3.462362e-01,1.306145e+00,6.992675e+00,4.554155e+00
f1_quad2d,0.95,2.5,alt_mom,1000,last,cesaro,4.0054,0.4861,8.278246e-18,1.788673e-18,7.030295e-20,5.466188e-04
f1_quad2d,0.95,2.5,alt_mom,1000,last,pr,2.3549,0.2600,4.190329e-12,7.254856e-14,4.204213e-17,3.556018e-03
f1_quad2d,0.95,2.5,alt_mom,1000,last,suffix,-0.5316,0.6985,1.717236e+01,6.695927e+00,2.733933e-01,8.428531e-01
f1_quad2d,0.95,2.5,alt_mom,1000,last,best,-0.3437,0.9803,1.202030e+01,4.386821e+00,2.783578e+00,1.000000e+00
f1_quad2d,0.95,2.5,alt_mom,1000,cesaro,pr,-1.6504,0.9851,5.061856e+05,4.055999e+04,5.980137e+02,6.505480e+00
f1_quad2d,0.95,2.5,alt_mom,1000,cesaro,suffix,-4.5370,0.5857,2.074396e+18,3.743516e+18,3.888789e+18,1.541939e+03
f1_quad2d,0.95,2.5,alt_mom,1000,cesaro,best,-4.3491,0.5245,1.452034e+18,2.452556e+18,3.959404e+19,1.829428e+03
f1_quad2d,0.95,2.5,alt_mom,1000,pr,suffix,-2.8865,0.3829,4.098093e+12,9.229579e+13,6.502842e+15,2.370216e+02
f1_quad2d,0.95,2.5,alt_mom,1000,pr,best,-2.6986,0.3131,2.868580e+12,6.046738e+13,6.620926e+16,2.812134e+02
f1_quad2d,0.95,2.5,alt_mom,1000,suffix,best,0.1879,0.1876,6.999793e-01,6.551478e-01,1.018159e+01,1.186446e+00
f1_quad2d,0.95,2.5,alt_mom,10000,cesaro,pr,-1.6558,0.9847,5.043686e+07,4.041439e+06,5.958671e+04,6.222151e+02
f1_quad2d,0.95,2.9,alt_mom,100,last,cesaro,-0.4545,0.5748,1.573433e+01,1.769989e+00,2.139939e-01,9.721667e-01
f1_quad2d,0.95,2.9,alt_mom,100,last,pr,-1.2401,0.8982,1.663586e+03,4.635432e+02,1.540981e+00,8.193105e-01
f1_quad2d,0.95,2.9,alt_mom,100,last,suffix,-0.5791,0.7849,5.392548e+01,2.782880e+00,8.173491e-01,9.526535e-01
f1_quad2d,0.95,2.9,alt_mom,100,last,best,-0.2164,0.7213,3.284495e+00,4.117014e+00,1.000000e+00,1.000000e+00
f1_quad2d,0.95,2.9,alt_mom,100,cesaro,pr,-0.7856,0.7997,1.057297e+02,2.618904e+02,7.201053e+00,8.427675e-01
f1_quad2d,0.95,2.9,alt_mom,100,cesaro,suffix,-0.1246,0.3260,3.427250e+00,1.572258e+00,3.819498e+00,9.799281e-01
f1_quad2d,0.95,2.9,alt_mom,100,cesaro,best,0.2381,0.2801,2.087470e-01,2.326011e+00,4.673031e+00,1.028630e+00
f1_quad2d,0.95,2.9,alt_mom,100,pr,suffix,0.6610,0.6444,3.241521e-02,6.003497e-03,5.304082e-01,1.162750e+00
f1_quad2d,0.95,2.9,alt_mom,100,pr,best,1.0237,0.9245,1.974347e-03,8.881620e-03,6.489372e-01,1.220538e+00
f1_quad2d,0.95,2.9,alt_mom,100,suffix,best,0.3627,0.5079,6.090804e-02,1.479408e+00,1.223467e+00,1.049700e+00
f1_quad2d,0.95,2.9,alt_mom,1000,last,cesaro,3.7404,0.4911,1.590620e-17,2.183173e-18,2.272816e-19,9.931670e-05
f1_quad2d,0.95,2.9,alt_mom,1000,last,pr,2.1176,0.2525,8.703423e-12,1.120093e-13,1.815068e-16,8.481079e-04
f1_quad2d,0.95,2.9,alt_mom,1000,last,suffix,-1.2706,0.8424,1.297974e+04,1.573549e+01,1.248059e+01,8.158275e-01
f1_quad2d,0.95,2.9,alt_mom,1000,last,best,-0.4718,0.7509,4.855392e+01,5.342491e+00,1.169466e+01,1.000000e+00
f1_quad2d,0.95,2.9,alt_mom,1000,cesaro,pr,-1.6228,0.9820,5.471716e+05,5.130572e+04,7.985986e+02,8.539429e+00
f1_quad2d,0.95,2.9,alt_mom,1000,cesaro,suffix,-5.0109,0.6530,8.160176e+20,7.207626e+18,5.491245e+19,8.214404e+03
f1_quad2d,0.95,2.9,alt_mom,1000,cesaro,best,-4.2122,0.5323,3.052515e+18,2.447122e+18,5.145449e+19,1.006880e+04
f1_quad2d,0.95,2.9,alt_mom,1000,pr,suffix,-3.3882,0.4821,1.491338e+15,1.404839e+14,6.876101e+16,9.619383e+02
f1_quad2d,0.95,2.9,alt_mom,1000,pr,best,-2.5894,0.3178,5.578716e+12,4.769687e+13,6.443098e+16,1.179095e+03
f1_quad2d,0.95,2.9,alt_mom,1000,suffix,best,0.7987,0.7764,3.740746e-03,3.395185e-01,9.370278e-01,1.225749e+00
f1_quad2d,0.95,2.9,alt_mom,10000,cesaro,pr,-1.6250,0.9818,5.452075e+07,5.112155e+06,7.957320e+04,8.366019e+02
f1_quad2d,0.99,0.5,alt_mom,100,last,cesaro,-0.4661,0.5898,3.471065e+01,3.640362e+01,9.567077e-01,3.263128e+00
f1_quad2d,0.99,0.5,alt_mom,100,last,pr,-0.6437,0.7515,8.726743e+01,2.542167e+01,7.337737e-01,2.033905e+00
f1_quad2d,0.99,0.5,alt_mom,100,last,suffix,-0.1666,0.7218,3.216427e+00,2.722251e+00,9.665069e-01,1.264744e+00
f1_quad2d,0.99,0.5,alt_mom,100,last,best,0.0779,0.1683,4.327985e+01,6.242741e+01,2.732760e+01,1.036766e+02
f1_quad2d,0.99,0.5,alt_mom,100,cesaro,pr,-0.1776,0.6612,2.514140e+00,6.983279e-01,7.669779e-01,6.232990e-01
f1_quad2d,0.99,0.5,alt_mom,100,cesaro,suffix,0.2995,0.5225,9.266400e-02,7.477966e-02,1.010243e+00,3.875864e-01
f1_quad2d,0.99,0.5,alt_mom,100,cesaro,best,0.5440,0.8519,1.246875e+00,1.714868e+00,2.856421e+01,3.177216e+01
f1_quad2d,0.99,0.5,alt_mom,100,pr,suffix,0.4771,0.7575,3.685714e-02,1.070839e-01,1.317173e+00,6.218307e-01
f1_quad2d,0.99,0.5,alt_mom,100,pr,best,0.7217,0.9303,4.959450e-01,2.455677e+00,3.724255e+01,5.097419e+01
f1_quad2d,0.99,0.5,alt_mom,100,suffix,best,0.2445,0.9188,1.345588e+01,2.293228e+01,2.827460e+01,8.197439e+01
f1_quad2d,0.99,0.5,alt_mom,1000,last,cesaro,-1.0303,0.8421,2.328269e+00,2.331533e-01,2.086388e-03,4.126476e-03
f1_quad2d,0.99,0.5,alt_mom,1000,last,pr,-2.8373,0.9733,3.335989e+06,7.226983e+03,7.288213e-01,2.497589e-02
f1_quad2d,0.99,0.5,alt_mom,1000,last,suffix,-0.7179,0.7835,9.170986e+01,5.046603e+00,4.028191e-01,8.618819e-01
f1_quad2d,0.99,0.5,alt_mom,1000,last,best,-0.1642,0.0679,2.477339e+02,3.432696e+02,6.699064e+00,2.608452e+02
f1_quad2d,0.99,0.5,alt_mom,1000,cesaro,pr,-1.8071,0.9992,1.432819e+06,3.099671e+04,3.493220e+02,6.052595e+00
f1_quad2d,0.99,0.5,alt_mom,1000,cesaro,suffix,0.3124,0.6632,3.938972e+01,2.164500e+01,1.930700e+02,2.088663e+02
f1_quad2d,0.99,0.5,alt_mom,1000,cesaro,best,0.8660,0.9590,1.064026e+02,1.472292e+03,3.210842e+03,6.321258e+04
f1_quad2d,0.99,0.5,alt_mom,1000,pr,suffix,2.1195,0.9836,2.749106e-05,6.983001e-04,5.526994e-01,3.450855e+01
f1_quad2d,0.99,0.5,alt_mom,1000,pr,best,2.6731,0.9973,7.426101e-05,4.749832e-02,9.191641e+00,1.044388e+04
f1_quad2d,0.99,0.5,alt_mom,1000,suffix,best,0.5536,0.6687,2.701279e+00,6.801993e+01,1.663045e+01,3.026461e+02
f1_quad2d,0.99,0.5,alt_mom,10000,cesaro,pr,-1.6515,0.9843,4.892154e+07,4.008067e+06,5.952675e+04,6.221511e+02
f1_quad2d,0.99,1.0,alt_mom,100,last,cesaro,-0.8820,0.4790,3.961657e+02,6.561205e+00,3.887019e-02,2.513154e+00
f1_quad2d,0.99,1.0,alt_mom,100,last,pr,-0.8562,0.5282,1.564217e+02,1.684215e+01,4.336662e-02,1.596875e+00
f1_quad2d,0.99,1.0,alt_mom,100,last,suffix,-0.1255,0.1203,1.274266e+00,8.967377e+00,9.000974e-01,1.046208e+00
f1_quad2d,0.99,1.0,alt_mom,100,last,best,0.4133,0.2598,2.183651e+01,7.126398e+01,4.373613e+00,1.321229e+03
f1_quad2d,0.99,1.0,alt_mom,100,cesaro,pr,0.0258,0.0091,3.948392e-01,2.566929e+00,1.115678e+00,6.354065e-01
f1_quad2d,0.99,1.0,alt_mom,100,cesaro,suffix,0.7565,0.3684,3.216498e-03,1.366727e+00,2.315650e+01,4.162928e-01
f1_quad2d,0.99,1.0,alt_mom,100,cesaro,best,1.2954,0.9226,5.511964e-02,1.086142e+01,1.125184e+02,5.257255e+02
f1_quad2d,0.99,1.0,alt_mom,100,pr,suffix,0.7307,0.4579,8.146349e-03,5.324367e-01,2.075553e+01,6.551598e-01
f1_quad2d,0.99,1.0,alt_mom,100,pr,best,1.2696,0.9893,1.396002e-01,4.231288e+00,1.008521e+02,8.273845e+02
f1_quad2d,0.99,1.0,alt_mom,100,suffix,best,0.5389,0.3972,1.713654e+01,7.947026e+00,4.859044e+00,1.262874e+03
f1_quad2d,0.99,1.0,alt_mom,1000,last,cesaro,-1.1002,0.8215,3.791527e+00,5.091995e-02,1.345877e-03,2.737668e-03
f1_quad2d,0.99,1.0,alt_mom,1000,last,pr,-2.0681,0.9892,1.695968e+05,5.541691e+02,2.107601e+01,6.443652e-02
f1_quad2d,0.99,1.0,alt_mom,1000,last,suffix,-0.6771,0.4393,8.858301e+01,2.613385e-01,9.266684e-02,6.927863e-01
f1_quad2d,0.99,1.0,alt_mom,1000,last,best,0.1971,0.0554,3.899550e+01,3.867853e+00,1.000000e+00,2.779634e+02
f1_quad2d,0.99,1.0,alt_mom,1000,cesaro,pr,-0.9679,0.7088,4.473047e+04,1.088314e+04,1.565968e+04,2.353701e+01
f1_quad2d,0.99,1.0,alt_mom,1000,cesaro,suffix,0.4232,0.5794,2.336342e+01,5.132340e+00,6.885238e+01,2.530571e+02
f1_quad2d,0.99,1.0,alt_mom,1000,cesaro,best,1.2974,0.9488,1.028491e+01,7.595948e+01,7.430099e+02,1.015329e+05
f1_quad2d,0.99,1.0,alt_mom,1000,pr,suffix,1.3910,0.7606,5.223154e-04,4.715861e-04,4.396792e-03,1.075145e+01
f1_quad2d,0.99,1.0,alt_mom,1000,pr,best,2.2652,0.8604,2.299307e-04,6.979553e-03,4.744731e-02,4.313755e+03
f1_quad2d,0.99,1.0,alt_mom,1000,suffix,best,0.8742,0.8704,4.402142e-01,1.480017e+01,1.079135e+01,4.012253e+02
f1_quad2d,0.99,1.0,alt_mom,10000,cesaro,pr,-1.4959,0.9674,6.551672e+07,1.114060e+07,2.269562e+05,2.476300e+03
f1_quad2d,0.99,1.5,alt_mom,100,last,cesaro,-0.8655,0.8507,5.496906e+02,9.141219e+01,1.697434e+00,2.705513e+00
f1_quad2d,0.99,1.5,alt_mom,100,last,pr,-1.0705,0.7944,4.569143e+03,1.126157e+01,3.931562e+00,1.753696e+00
f1_quad2d,0.99,1.5,alt_mom,100,last,suffix,-0.5306,0.4528,1.144974e+02,6.015338e-01,2.333475e+00,1.241002e+00
f1_quad2d,0.99,1.5,alt_mom,100,last,best,-0.0873,0.0177,2.909485e+02,2.795901e+00,2.796222e+01,6.909449e+01
f1_quad2d,0.99,1.5,alt_mom,100,cesaro,pr,-0.2050,0.1146,8.312209e+00,1.231955e-01,2.316179e+00,6.481936e-01
f1_quad2d,0.99,1.5,alt_mom,100,cesaro,suffix,0.3348,0.1861,2.082943e-01,6.580456e-03,1.374707e+00,4.586939e-01
f1_quad2d,0.99,1.5,alt_mom,100,cesaro,best,0.7782,0.5352,5.292951e-01,3.058565e-02,1.647323e+01,2.553841e+01
f1_quad2d,0.99,1.5,alt_mom,100,pr,suffix,0.5398,0.9021,2.505884e-02,5.341476e-02,5.935236e-01,7.076495e-01
f1_quad2d,0.99,1.5,alt_mom,100,pr,best,0.9832,0.9737,6.367682e-02,2.482693e-01,7.112242e+00,3.939935e+01
f1_quad2d,0.99,1.5,alt_mom,100,suffix,best,0.4433,0.9594,2.541093e+00,4.647953e+00,1.198308e+01,5.567636e+01
f1_quad2d,0.99,1.5,alt_mom,1000,last,cesaro,-0.9621,0.9803,1.012158e+01,4.413253e-01,7.538782e-02,1.132778e-02
f1_quad2d,0.99,1.5,alt_mom,1000,last,pr,-1.8982,0.8672,1.580729e+06,2.055678e+03,3.650462e+03,6.141729e-01
f1_quad2d,0.99,1.5,alt_mom,1000,last,suffix,-0.7151,0.5749,6.309656e+02,2.378443e+00,2.082142e+01,1.265146e+00
f1_quad2d,0.99,1.5,alt_mom,1000,last,best,-0.0156,0.0326,6.484835e+01,1.050993e+02,5.830698e+01,6.999668e+01
f1_quad2d,0.99,1.5,alt_mom,1000,cesaro,pr,-0.9362,0.6252,1.561742e+05,4.657966e+03,4.842244e+04,5.421828e+01
f1_quad2d,0.99,1.5,alt_mom,1000,cesaro,suffix,0.2469,0.1899,6.233866e+01,5.389321e+00,2.761908e+02,1.116852e+02
f1_quad2d,0.99,1.5,alt_mom,1000,cesaro,best,0.9464,0.9539,6.406940e+00,2.381447e+02,7.734270e+02,6.179204e+03
f1_quad2d,0.99,1.5,alt_mom,1000,pr,suffix,1.1831,0.8504,3.991612e-04,1.157012e-03,5.703776e-03,2.059918e+00
f1_quad2d,0.99,1.5,alt_mom,1000,pr,best,1.8826,0.8426,4.102433e-05,5.112632e-02,1.597249e-02,1.139690e+02
f1_quad2d,0.99,1.5,alt_mom,1000,suffix,best,0.6995,0.4999,1.027763e-01,4.418826e+01,2.800336e+00,5.532698e+01
f1_quad2d,0.99,1.5,alt_mom,10000,cesaro,pr,-1.3934,0.9536,7.291226e+07,1.842047e+07,4.872836e+05,5.544196e+03
f1_quad2d,0.99,2.0,alt_mom,100,last,cesaro,-0.8627,0.9689,6.880714e+02,6.688269e+01,5.436762e+00,2.114450e+00
f1_quad2d,0.99,2.0,alt_mom,100,last,pr,-1.1748,0.9507,5.921377e+03,8.845451e+02,1.196004e+02,1.399503e+00
